la,ONS Name,LSOA Name,LSOA Code,Income domain_Child Index 2011,fsPhase1,fsPhase2,Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011,...2,...3,employment-related benefits (% of working-age population) (1),deprivation,income-related benefits (% of population) (3),Key Stage 2 mean points score (4),Key Stage 3 mean points score (4),Key Stage 4 mean points score (5),low birth weight (% of live singleton babies) (6),Primary School absence rate (% of half day sessions missed) (7),Secondary School absence rate (% of half day sessions missed) (8),k
Blaenau Gwent,008A,Abertillery 1,W01001435,34.2,FALSE,FALSE,25.5,26,17.7,39.8,36.8,4.1,12.5,Wales,Blaenau Gwent 008A,20,35.4,22.1,79,97,379,4.6,8.6,7.9,-12.250000000000004
Blaenau Gwent,008B,Abertillery 2,W01001436,35.8,FALSE,FALSE,32.4,20.5,67.3,51,13.3,0.3,12.6,Wales,Blaenau Gwent 008B,25,36.4,25.3,82,101,386,10.7,8.4,8,-11.250000000000004
Blaenau Gwent,008C,Abertillery 3,W01001437,19.6,FALSE,FALSE,14.1,22.9,3.4,23.8,5.2,1.8,11,Wales,Blaenau Gwent 008C,19,24.7,17,82,96,367,4,7.8,7.3,-22.950000000000003
Blaenau Gwent,004A,Badminton 1,W01001438,18.5,FALSE,FALSE,11.7,10.2,7.2,9.2,20.2,0.4,4.7,Wales,Blaenau Gwent 004A,18,23.7,19.8,88,104,384,2.9,6.6,7.7,-23.950000000000003
Blaenau Gwent,004B,Badminton 2,W01001439,7.5,FALSE,FALSE,8.7,17.5,2.2,21.6,16.1,1.7,3,Wales,Blaenau Gwent 004B,14,13.4,12.1,84,96,391,6,5.6,8.6,-34.25000000000001
Blaenau Gwent,001A,Beaufort 1,W01001440,31.1,FALSE,FALSE,21.6,24.8,19.1,22.1,6.4,10.1,2.9,Wales,Blaenau Gwent 001A,22,33.4,22.2,78,98,387,4.3,6.5,9.6,-14.250000000000004
Blaenau Gwent,001B,Beaufort 2,W01001441,50.9,TRUE,FALSE,34.1,37.8,14.2,47.8,23.6,18.8,9,Wales,Blaenau Gwent 001B,31,46.8,34.6,76,99,334,4.3,9.1,10.4,-0.8500000000000056
Blaenau Gwent,001C,Beaufort 3,W01001442,9.6,FALSE,FALSE,12.8,6.8,22.3,22.2,31.8,5.7,6.5,Wales,Blaenau Gwent 001C,13,15.6,12.7,86,104,414,6.9,5.7,5.9,-32.050000000000004
Blaenau Gwent,005A,Blaina 1,W01001443,30.6,FALSE,FALSE,31.1,41.8,29.3,55.9,33.2,17.7,9.2,Wales,Blaenau Gwent 005A,27,33.1,25.5,73,94,331,5.4,7.8,8.9,-14.55
Blaenau Gwent,005B,Blaina 2,W01001444,35.1,FALSE,FALSE,26.4,37,10.7,18.5,15.7,19.6,21.9,Wales,Blaenau Gwent 005B,21,36,24.7,78,96,322,6.7,7.5,10,-11.650000000000002
Blaenau Gwent,005C,Blaina 3,W01001445,37.5,FALSE,FALSE,33.3,36.9,39.5,35.2,20.7,21.4,16.6,Wales,Blaenau Gwent 005C,20,37.6,23.2,82,96,289,8.5,7.4,9.8,-10.05
Blaenau Gwent,002A,Brynmawr 1,W01001446,11.4,FALSE,FALSE,11.3,13.4,0.8,19.8,42.6,8.3,1.4,Wales,Blaenau Gwent 002A,13,17,15.6,82,105,466,2,6.7,10.3,-30.650000000000002
Blaenau Gwent,002B,Brynmawr 2,W01001447,48.9,FALSE,FALSE,38.8,65.2,21.8,54.2,14.7,13.6,12.2,Wales,Blaenau Gwent 002B,27,45.4,33.4,76,92,324,7.2,9.2,13.4,-2.2500000000000044
Blaenau Gwent,002C,Brynmawr 3,W01001448,7.6,FALSE,FALSE,13.7,18.8,16.4,41.7,27,1.5,10.4,Wales,Blaenau Gwent 002C,18,13.5,15.5,87,103,318,7,7.1,9.6,-34.150000000000006
Blaenau Gwent,002D,Brynmawr 4,W01001449,12.6,FALSE,FALSE,17.4,30.6,15.8,37.5,26.9,6.2,5.1,Wales,Blaenau Gwent 002D,23,18.4,21.2,82,95,397,7.6,7.2,10.8,-29.250000000000004
Blaenau Gwent,007A,Cwm 1,W01001450,17.8,FALSE,FALSE,21.9,36.4,15.8,15.5,38.8,22.1,11.4,Wales,Blaenau Gwent 007A,22,23.2,20.1,84,91,342,5.1,7.9,9.2,-24.450000000000003
Blaenau Gwent,007B,Cwm 2,W01001451,36.8,FALSE,FALSE,39.8,52.7,42.1,55.5,49.2,28.9,11.7,Wales,Blaenau Gwent 007B,23,37.1,26.3,69,92,352,8.3,9,9,-10.55
Blaenau Gwent,007C,Cwm 3,W01001452,16.9,FALSE,FALSE,15.8,7,20.5,8.4,25.5,24.2,2.6,Wales,Blaenau Gwent 007C,14,22.4,14.7,86,107,418,7.2,5.8,7,-25.250000000000004
Blaenau Gwent,008D,Cwmtillery 1,W01001453,55,FALSE,TRUE,45.4,49.9,62.3,58.8,11.3,13.1,15.1,Wales,Blaenau Gwent 008D,27,48.9,34.1,79,91,240,9.2,6.9,8.7,1.2499999999999958
Blaenau Gwent,008E,Cwmtillery 2,W01001454,26.8,FALSE,FALSE,29.5,34.9,42.7,25.1,14.5,26.1,18.5,Wales,Blaenau Gwent 008E,19,30.2,22.5,82,96,282,8.8,8.9,7.9,-17.450000000000003
Blaenau Gwent,008F,Cwmtillery 3,W01001455,29.9,FALSE,FALSE,29.7,22.7,50.1,33,9.8,4.8,57.3,Wales,Blaenau Gwent 008F,23,32.6,25.8,82,97,351,9.9,7,7.8,-15.05
Blaenau Gwent,004C,Ebbw Vale North 1,W01001456,42.3,FALSE,FALSE,26.6,27.8,17.9,32.2,8.5,2.2,17.4,Wales,Blaenau Gwent 004C,25,41.4,28.3,76,99,329,7.3,6.9,9.1,-6.250000000000004
Blaenau Gwent,004D,Ebbw Vale North 2,W01001457,95.8,FALSE,TRUE,62.3,86.4,45.1,57.6,4.7,12.2,11.7,Wales,Blaenau Gwent 004D,33,71.6,44.9,74,84,243,8.5,8.8,11.4,23.949999999999992
Blaenau Gwent,004E,Ebbw Vale North 3,W01001458,13.5,FALSE,FALSE,14.9,21.4,24.9,23.2,9.8,1,1.6,Wales,Blaenau Gwent 004E,15,19.1,14.4,85,96,372,5.5,7.2,8,-28.55
Blaenau Gwent,007D,Ebbw Vale South 1,W01001459,57.3,FALSE,TRUE,47.1,48.3,69.2,66,3.7,16.3,8.6,Wales,Blaenau Gwent 007D,31,50.2,35.7,78,95,295,12.8,7.5,11.5,2.55
Blaenau Gwent,007E,Ebbw Vale South 2,W01001460,9.9,FALSE,FALSE,16,22.8,12.8,40.9,10.4,21.5,11.2,Wales,Blaenau Gwent 007E,20,15.8,17.9,86,103,333,5.6,7.8,10.4,-31.85
Blaenau Gwent,007F,Ebbw Vale South 3,W01001461,38.4,FALSE,FALSE,29.7,43.9,22.9,52.4,8.7,6.4,4.1,Wales,Blaenau Gwent 007F,23,38.5,26.8,80,95,307,6.8,7.8,11.3,-9.150000000000002
Blaenau Gwent,006A,Georgetown 1,W01001462,15.3,FALSE,FALSE,18.7,19.7,36.6,25.1,9.9,11.2,3.8,Wales,Blaenau Gwent 006A,20,20.9,20.4,81,103,330,8,7.3,8.2,-26.750000000000004
Blaenau Gwent,006B,Georgetown 2,W01001463,16.5,FALSE,FALSE,15.2,15.6,23.9,23.9,7.7,4.2,3.9,Wales,Blaenau Gwent 006B,16,22.2,15.4,79,103,351,9.1,6,8,-25.450000000000003
Blaenau Gwent,009A,Llanhilleth 1,W01001464,37.6,TRUE,FALSE,30.5,30.6,40.5,28.6,4.4,18.5,13.4,Wales,Blaenau Gwent 009A,30,37.8,31.7,78,100,319,8.6,8.5,8.8,-9.850000000000005
Blaenau Gwent,009B,Llanhilleth 2,W01001465,37.4,TRUE,FALSE,36.2,35,65.8,26.1,11.1,25.4,7.1,Wales,Blaenau Gwent 009B,26,37.5,28.9,76,99,320,9.8,8.2,9.6,-10.150000000000002
Blaenau Gwent,009C,Llanhilleth 3,W01001466,39.9,TRUE,FALSE,30.6,46.4,18.3,22,19.7,13,21.1,Wales,Blaenau Gwent 009C,24,39.9,25.7,77,95,322,6.4,7.4,12,-7.750000000000004
Blaenau Gwent,005D,Nantyglo 1,W01001467,36.4,FALSE,FALSE,39.3,60.1,64.2,36.9,21.9,2.5,20.8,Wales,Blaenau Gwent 005D,24,36.8,29.5,79,94,287,10.5,10,11.8,-10.850000000000005
Blaenau Gwent,005E,Nantyglo 2,W01001468,22.2,FALSE,FALSE,24.8,45.9,15.6,35.6,22.4,16.7,14.6,Wales,Blaenau Gwent 005E,25,26.9,23.5,78,95,291,6.4,7.9,10.5,-20.750000000000004
Blaenau Gwent,005F,Nantyglo 3,W01001469,52.7,FALSE,TRUE,41.1,74,22.4,40.5,6.9,16.6,17.4,Wales,Blaenau Gwent 005F,29,47.7,34,78,85,262,6.6,9.2,9.3,0.05
Blaenau Gwent,001D,Rassau 1,W01001470,24.8,FALSE,FALSE,19.8,14.6,2.5,6.9,69.7,25.5,5.4,Wales,Blaenau Gwent 001D,16,28.9,16.2,79,100,364,4.6,5.5,6.6,-18.750000000000004
Blaenau Gwent,001E,Rassau 2,W01001471,51.9,FALSE,FALSE,39.2,38.1,24.6,39.6,83.5,11.2,20.2,Wales,Blaenau Gwent 001E,28,47.3,34.5,75,100,339,7.3,9.2,9.9,-0.3500000000000057
Blaenau Gwent,003A,Sirhowy 1,W01001472,5.6,FALSE,FALSE,9.8,6.5,5.9,12.3,17.6,30.9,1.5,Wales,Blaenau Gwent 003A,16,11.3,13.1,84,108,417,5.6,6.3,6.1,-36.35000000000001
Blaenau Gwent,003B,Sirhowy 2,W01001473,83.5,FALSE,FALSE,59,84.5,45.6,59.1,19.6,17,6.5,Wales,Blaenau Gwent 003B,39,64,46.1,71,93,259,10.2,10.9,15.4,16.349999999999998
Blaenau Gwent,003C,Sirhowy 3,W01001474,43.3,FALSE,FALSE,38.1,34.2,47.3,19.6,26,47.6,5.8,Wales,Blaenau Gwent 003C,24,42,24.6,79,94,300,7.2,6.3,8.9,-5.650000000000003
Blaenau Gwent,003D,Sirhowy 4,W01001475,9.8,FALSE,FALSE,20.4,33.5,25.5,36.3,34.6,19.3,2.7,Wales,Blaenau Gwent 003D,21,15.8,16.2,81,95,364,7.5,6.6,11.3,-31.85
Blaenau Gwent,009D,Six Bells 1,W01001476,35.9,FALSE,FALSE,32,43.4,36.1,24.1,35.1,8.4,17.7,Wales,Blaenau Gwent 009D,26,36.3,29.2,72,98,313,9.5,10.7,8,-11.350000000000005
Blaenau Gwent,009E,Six Bells 2,W01001477,21.8,FALSE,FALSE,14.7,12.3,9.8,15.1,20.2,5.3,7.8,Wales,Blaenau Gwent 009E,16,26.3,17.5,87,106,368,5.4,7.6,7.7,-21.35
Blaenau Gwent,006C,Tredegar Central and West 1,W01001478,21,TRUE,FALSE,20.9,25.3,20.8,49.9,19.1,6.3,10.6,Wales,Blaenau Gwent 006C,17,25.7,17.3,75,101,325,6.5,6.9,8.6,-21.950000000000003
Blaenau Gwent,006D,Tredegar Central and West 2,W01001479,73.4,TRUE,FALSE,64,80.2,92.9,78.7,17.7,11.8,19.1,Wales,Blaenau Gwent 006D,36,58.6,45.2,72,92,236,13.8,11.2,12.7,10.95
Blaenau Gwent,003E,Tredegar Central and West 3,W01001480,45.9,TRUE,FALSE,39.4,31.9,68.2,25.5,13.4,19.6,20.8,Wales,Blaenau Gwent 003E,36,43.6,37.2,79,100,301,9.5,6.9,10.5,-4.050000000000002
Blaenau Gwent,006E,Tredegar Central and West 4,W01001481,22.7,TRUE,FALSE,22.1,32.3,8.4,78.3,20.4,7.5,3.8,Wales,Blaenau Gwent 006E,28,27.4,24.6,79,95,357,6.5,6.5,9.6,-20.250000000000004
Cardiff,036A,Adamsdown 1,W01001694,85.4,TRUE,TRUE,53.3,45.3,17.7,89.7,73.4,0.7,38.6,Wales,Cardiff 036A,22,65.9,39.7,76,99,338,5.8,8.8,13.7,11.450000000000006
Cardiff,036B,Adamsdown 2,W01001695,92.2,TRUE,TRUE,58.3,55.9,30.7,21.6,62.3,9.2,77.2,Wales,Cardiff 036B,11,69.4,21.8,79,91,347,7.7,9,12.9,14.950000000000006
Cardiff,036C,Adamsdown 3,W01001696,71,TRUE,TRUE,56.9,81.8,39.8,65.8,54.1,1.4,59,Wales,Cardiff 036C,24,57.1,38.1,77,88,257,9,9.5,15.1,2.6500000000000012
Cardiff,036D,Adamsdown 4,W01001697,65.4,FALSE,TRUE,45.1,33.9,39.2,63.1,60.8,5.9,20.6,Wales,Cardiff 036D,19,54.5,30.9,76,102,368,6.7,8.7,11.2,0.05
Cardiff,036E,Adamsdown 5,W01001698,55.4,FALSE,FALSE,43.4,44.3,16.3,68.2,53.2,3.6,92.9,Wales,Cardiff 036E,24,49.1,37.5,71,98,354,7.8,8.8,11,-5.349999999999999
Cardiff,047A,Butetown 1,W01001699,89.1,TRUE,TRUE,62.2,47.2,34.6,62.1,80.2,26.6,79.8,Wales,Cardiff 049A,29,67.8,52.6,74,92,345,7.2,8.3,10,13.349999999999998
Cardiff,047B,Butetown 2,W01001700,71.5,TRUE,TRUE,57.7,62,39,47.6,85.9,14.8,85.9,Wales,Cardiff 047B,26,57.4,36.8,76,91,291,7.5,9.3,11.3,2.9499999999999984
Cardiff,047C,Butetown 3,W01001701,43.4,TRUE,TRUE,42.1,52.6,29.4,20.8,81,28.7,50.2,Wales,Cardiff 047C,6,42.1,10.2,77,92,247,5,8.6,8.7,-12.349999999999998
Cardiff,045A,Caerau (Cardiff) 1,W01001702,36.9,FALSE,FALSE,26.6,34.1,13.1,39.1,12.8,3.1,32.4,Wales,Cardiff 045A,16,37.2,24.4,80,98,314,3.4,7.4,10.3,-17.249999999999996
Cardiff,045B,Caerau (Cardiff) 2,W01001703,55.7,TRUE,TRUE,43.8,51.7,48.3,37.7,15,6.8,48.3,Wales,Cardiff 045B,24,49.1,36.6,80,97,309,9.7,10.2,12.9,-5.349999999999999
Cardiff,041A,Caerau (Cardiff) 3,W01001704,75.9,TRUE,TRUE,55.8,60.8,48.7,97.4,9.8,1,59.6,Wales,Cardiff 041A,27,60,46.7,78,95,251,7,8.5,14.3,5.55
Cardiff,045C,Caerau (Cardiff) 4,W01001705,78.7,TRUE,TRUE,44.1,46.7,9.5,33.9,10.9,13,39.2,Wales,Cardiff 045C,18,62.3,36.3,83,92,312,5.2,8.4,11.3,7.849999999999997
Cardiff,041B,Caerau (Cardiff) 5,W01001706,22.8,FALSE,FALSE,23,13.7,21,41.2,64,2.9,37,Wales,Cardiff 041B,16,27.5,19.2,87,103,356,7.4,6.1,8.2,-26.95
Cardiff,041C,Caerau (Cardiff) 6,W01001707,44.6,TRUE,TRUE,40.6,50.4,50.3,65.2,16.4,0.9,41.7,Wales,Cardiff 041C,22,42.7,31.9,80,93,315,5.4,8.5,11.8,-11.749999999999996
Cardiff,045D,Caerau (Cardiff) 7,W01001708,49.6,TRUE,FALSE,45.2,35.5,75.9,73.4,13.6,3.3,46.9,Wales,Cardiff 045D,28,45.9,35.9,81,99,316,9.9,7.8,11.8,-8.55
Cardiff,040A,Canton 1,W01001709,21.9,FALSE,FALSE,25.6,17.4,54.7,29.6,35.6,0.9,23.8,Wales,Cardiff 040A,14,26.5,18.1,83,104,399,9.7,7.5,9.6,-27.95
Cardiff,040B,Canton 2,W01001710,22.2,FALSE,FALSE,22.8,26.5,28.1,29.1,29.2,1.5,30.6,Wales,Cardiff 040B,12,27,16.7,76,98,427,6.5,6.9,10.2,-27.45
Cardiff,040C,Canton 3,W01001711,31.5,FALSE,FALSE,28.4,44.6,9.9,28.9,53.8,1.6,44,Wales,Cardiff 040C,18,33.5,25.1,79,92,343,4.2,8,10.9,-20.95
Cardiff,040D,Canton 4,W01001712,16.4,FALSE,FALSE,14.5,17.9,4.6,25.4,29.3,0.8,22.9,Wales,Cardiff 040D,12,22,15.8,83,102,368,2,5.9,9.6,-32.45
Cardiff,040E,Canton 5,W01001713,20,FALSE,FALSE,19.9,14.2,12,33.7,55.7,0.1,48.2,Wales,Cardiff 040E,12,24.9,17.9,83,103,407,4,6.3,8.6,-29.55
Cardiff,035A,Canton 6,W01001714,1.9,FALSE,FALSE,7.1,2.3,2.1,10.3,50.5,15.8,1,Wales,Cardiff 035A,6,6.5,7.2,84,109,497,5.4,4.1,6.6,-47.95
Cardiff,035B,Canton 7,W01001715,6.7,FALSE,FALSE,8.4,5.6,2.8,15.7,22.8,13.4,10.8,Wales,Cardiff 035B,9,12.3,12.1,84,107,473,1.6,5.4,7.4,-42.150000000000006
Cardiff,035C,Canton 8,W01001716,7.1,FALSE,FALSE,13.1,4.7,12,22,73.1,13.5,5.5,Wales,Cardiff 035C,10,12.9,11.6,90,105,473,4.2,5.8,6.5,-41.550000000000004
Cardiff,035D,Canton 9,W01001717,18.6,FALSE,FALSE,20.3,23.4,23.4,15.2,36.2,8.2,26.9,Wales,Cardiff 035D,12,23.7,19.2,83,99,387,6.9,7.4,9.6,-30.75
Cardiff,028A,Cathays 1,W01001718,55.8,FALSE,FALSE,33.3,35.1,4.6,24.8,36.3,5.2,39.6,Wales,Cardiff 028A,6,49.2,12.5,75,101,428,4.3,12,9.7,-5.249999999999997
Cardiff,028B,Cathays 2,W01001719,8.1,FALSE,FALSE,8.1,6.4,8.6,22.5,17.9,0.2,2,Wales,Cardiff 028B,3,14.1,5.1,76,106,507,5.3,5.2,6.1,-40.35
Cardiff,028C,Cathays 3,W01001720,14.3,FALSE,FALSE,27.4,33.4,66.2,24.4,19.3,6.7,29.3,Wales,Cardiff 028C,5,19.9,7.3,83,101,355,6.7,9.1,13.2,-34.550000000000004
Cardiff,032A,Cathays 4,W01001721,4.1,FALSE,FALSE,9.6,11,15.2,8.5,14.1,5.8,25.2,Wales,Cardiff 032A,3,9.5,5.4,87,120,333,5.6,10.1,10.7,-44.95
Cardiff,028D,Cathays 5,W01001722,20.8,FALSE,FALSE,21.4,20.2,39,11,6.6,3.3,39.9,Wales,Cardiff 028D,3,25.5,6.7,78,97,487,11.9,9.1,7,-28.95
Cardiff,032B,Cathays 6,W01001723,10.4,TRUE,FALSE,35.6,89.7,29.2,38.1,58.1,12.6,69.4,Wales,Cardiff 032B,4,16.2,5.7,85,93,157,7.7,12.4,21.1,-38.25
Cardiff,032C,Cathays 7,W01001724,22.1,FALSE,FALSE,32.9,56.2,46.7,17.1,7.2,14.5,70.2,Wales,Cardiff 032C,3,26.9,5.8,71,87,367,11.7,8.1,8.7,-27.55
Cardiff,032D,Cathays 8,W01001725,28.4,FALSE,FALSE,25.3,47.8,20.1,12.6,9,16.2,6.9,Wales,Cardiff 032D,3,31.6,5.1,70,95,340,3.2,12.7,6.3,-22.849999999999998
Cardiff,028E,Cathays 9,W01001726,12.7,FALSE,FALSE,20.3,38.2,8.8,23.7,27.6,3.5,68.9,Wales,Cardiff 028E,5,18.5,9.8,80,97,345,2.7,8.1,11.5,-35.95
Cardiff,014A,Creigiau/St. Fagans 1,W01001727,1.1,FALSE,FALSE,10,0.6,15,5,8.2,50.1,0.7,Wales,Cardiff 014A,7,5.2,5.5,88,116,472,5.8,4.2,5.8,-49.25
Cardiff,014B,Creigiau/St. Fagans 2,W01001728,0.3,FALSE,FALSE,7.1,0.8,1.5,2,8.9,48.7,0.1,Wales,Cardiff 014B,4,3.2,3.3,88,118,469,2.4,4.4,6.3,-51.25
Cardiff,014C,Creigiau/St. Fagans 3,W01001729,1.9,FALSE,FALSE,9.7,3.8,11.5,9,14.7,39.1,2.5,Wales,Cardiff 014C,6,6.6,6.2,86,111,454,4.6,5.7,6.8,-47.85
Cardiff,008A,Cyncoed 1,W01001730,0.1,FALSE,FALSE,3.5,0,1.7,1.9,7,19.3,5,Wales,Cardiff 008A,3,1.8,2.6,90,121,562,5.4,4,5.1,-52.650000000000006
Cardiff,008B,Cyncoed 2,W01001731,2.2,FALSE,FALSE,2.9,0.3,3.9,4.5,4.5,6.8,1.1,Wales,Cardiff 008B,6,6.8,5.8,88,118,494,4.2,4.1,5.6,-47.650000000000006
Cardiff,019A,Cyncoed 3,W01001732,0.3,FALSE,FALSE,2.4,1.5,2.8,4.9,13.7,3.2,0.6,Wales,Cardiff 019A,5,3.2,4.3,87,113,465,4.2,4.9,5.6,-51.25
Cardiff,019B,Cyncoed 4,W01001733,6.2,FALSE,FALSE,4.3,1,0.4,7.6,6.6,5,6.7,Wales,Cardiff 019B,6,11.9,7.4,91,114,530,3.5,6.1,5.7,-42.550000000000004
Cardiff,019C,Cyncoed 5,W01001734,6.6,FALSE,FALSE,4.6,0.5,0.7,7.5,13.1,6.4,0.7,Wales,Cardiff 019C,5,12.3,7,86,117,499,1.7,4.9,5.2,-42.150000000000006
Cardiff,019D,Cyncoed 6,W01001735,3.2,FALSE,FALSE,4.2,0.1,3.7,7.8,11.5,7.7,5.6,Wales,Cardiff 019D,5,8.4,5.7,90,119,558,2.3,4.7,5,-46.050000000000004
Cardiff,008C,Cyncoed 7,W01001736,0.4,FALSE,FALSE,3.3,0.5,0.6,7.9,3.7,18.8,0.1,Wales,Cardiff 008C,5,3.3,4.2,92,115,472,1.3,3.9,6.1,-51.150000000000006
Cardiff,039A,Ely 1,W01001737,82.6,TRUE,TRUE,55.1,59,35.6,96.6,12.9,6.3,38.3,Wales,Cardiff 039A,29,63.6,46.3,79,93,319,7.6,9.2,13.7,9.150000000000002
Cardiff,039B,Ely 2,W01001738,79.4,TRUE,TRUE,67.5,80.6,90.9,71.8,7.8,15.6,55.1,Wales,Cardiff 039B,29,62.6,51.8,75,91,243,13,9.8,15,8.150000000000002
Cardiff,039C,Ely 3,W01001739,96.6,TRUE,TRUE,70.5,82.2,57.9,95.8,21.7,7.8,71.2,Wales,Cardiff 039C,28,71.8,49.5,76,91,232,7.7,9.9,14.7,17.349999999999998
Cardiff,039D,Ely 4,W01001740,74.6,TRUE,TRUE,56.6,61.3,66.5,79.8,9.9,2.2,43.6,Wales,Cardiff 039D,29,59.2,44,80,92,305,8.3,9.2,13.5,4.750000000000003
Cardiff,039E,Ely 5,W01001741,95,TRUE,TRUE,58.9,69.2,35.6,69.7,2.9,5.5,39.3,Wales,Cardiff 039E,29,70.7,55.4,77,92,272,7.5,9.7,13.1,16.250000000000004
Cardiff,043A,Ely 6,W01001742,80.2,TRUE,TRUE,55.3,70.4,33,74,3.1,5.1,64.8,Wales,Cardiff 043A,23,62.8,45,77,94,270,8.6,10,14,8.349999999999998
Cardiff,043B,Ely 7,W01001743,6.8,FALSE,FALSE,8.7,8.4,17.1,23.5,2.1,0.9,3.5,Wales,Cardiff 043B,9,12.6,9.4,83,105,456,5.2,5.8,7.4,-41.85
Cardiff,043C,Ely 8,W01001744,84.5,TRUE,TRUE,52.5,34.8,47.9,69.2,3.2,3.9,59.9,Wales,Cardiff 043C,26,65,43.5,83,97,318,9.8,8.1,10.5,10.55
Cardiff,043D,Ely 9,W01001745,8.3,FALSE,FALSE,6.7,9.2,7.5,8.3,2.5,0.7,3.1,Wales,Cardiff 043D,6,14.2,8.8,84,104,419,3.3,5.6,7.4,-40.25
Cardiff,041D,Ely 10,W01001746,69.2,TRUE,TRUE,53.4,54.9,38,92.9,42.9,4.7,69.2,Wales,Cardiff 041D,27,55.8,38.4,79,95,258,6.8,7.9,13.5,1.3499999999999972
Cardiff,027A,Fairwater (Cardiff) 1,W01001747,11.9,FALSE,FALSE,15.4,11.9,23,24.3,7.8,4.2,44.8,Wales,Cardiff 027A,10,17.8,13.7,88,107,416,9.5,5.9,11.3,-36.650000000000006
Cardiff,027B,Fairwater (Cardiff) 2,W01001748,44.3,FALSE,FALSE,31.3,25,48,27.4,14.7,0.6,8.3,Wales,Cardiff 027B,16,42.6,28,81,100,391,9.4,6.4,12.1,-11.849999999999998
Cardiff,027C,Fairwater (Cardiff) 3,W01001749,31.6,FALSE,FALSE,21.2,26.7,12.1,37.1,6.8,3.1,6.6,Wales,Cardiff 027C,18,33.5,26,83,100,382,6,8.2,11.5,-20.95
Cardiff,031A,Fairwater (Cardiff) 4,W01001750,40.2,FALSE,FALSE,34.5,31.7,34.2,84.5,26.2,3.1,31.2,Wales,Cardiff 031A,27,40.1,36.3,82,98,391,6.9,8,12.1,-14.349999999999998
Cardiff,027D,Fairwater (Cardiff) 5,W01001751,66.5,FALSE,TRUE,47.6,42.1,43.3,84,13.5,2.1,54.5,Wales,Cardiff 027D,30,54.6,38.6,80,96,344,9.3,8.9,12,0.1500000000000014
Cardiff,031B,Fairwater (Cardiff) 6,W01001752,5.7,FALSE,FALSE,12,9.8,16.4,21.8,38.2,6.4,18,Wales,Cardiff 031B,9,11.4,9.9,86,104,401,4.4,5.5,8.1,-43.050000000000004
Cardiff,031C,Fairwater (Cardiff) 7,W01001753,52.2,FALSE,FALSE,35.5,43.5,14,37.8,13.8,12.4,41.9,Wales,Cardiff 031C,23,47.3,33.4,82,95,312,4.4,7.9,12.3,-7.150000000000003
Cardiff,031D,Fairwater (Cardiff) 8,W01001754,8.4,TRUE,FALSE,15.4,7.4,20.9,20,66.2,7.9,21.9,Wales,Cardiff 031D,12,14.3,13.9,88,104,393,6.4,6,6.5,-40.150000000000006
Cardiff,025A,Gabalfa 1,W01001755,4.2,FALSE,FALSE,6.3,2.2,3.6,8.9,32.6,0,21.7,Wales,Cardiff 025A,5,9.6,6.2,84,115,475,2.9,5.7,6.2,-44.85
Cardiff,025B,Gabalfa 2,W01001756,13.5,FALSE,FALSE,23.7,42.8,40,13.3,21.9,0.8,40.8,Wales,Cardiff 025B,5,19.1,8.9,79,99,346,5.3,9.2,12.9,-35.35
Cardiff,025C,Gabalfa 3,W01001757,8,FALSE,FALSE,17.3,13.1,45.5,23.7,25.8,2.3,19.3,Wales,Cardiff 025C,7,13.9,10,80,106,399,7.4,6.1,8.5,-40.550000000000004
Cardiff,025D,Gabalfa 4,W01001758,8.8,FALSE,FALSE,11.7,14.4,9.1,12.5,39,0.6,22.9,Wales,Cardiff 025D,4,14.7,6.7,75,104,417,3.6,6.2,7.8,-39.75
Cardiff,046A,Grangetown 1,W01001759,34.5,FALSE,FALSE,26.4,24.4,8.8,15.6,75.9,13.1,22.4,Wales,Cardiff 046A,12,35.6,17.2,80,96,419,3.1,6.8,9.9,-18.849999999999998
Cardiff,046B,Grangetown 2,W01001760,39.8,FALSE,FALSE,32.8,28.4,15.9,36.7,92.9,4.8,44.2,Wales,Cardiff 046B,15,39.7,27.7,79,98,339,6.6,7.2,9.5,-14.749999999999996
Cardiff,046C,Grangetown 3,W01001761,56.8,FALSE,FALSE,48.1,37,58.1,60.6,86.9,2.5,40.3,Wales,Cardiff 046C,22,49.8,36.9,79,96,384,7.3,7.6,11.9,-4.650000000000003
Cardiff,046D,Grangetown 4,W01001762,57.9,FALSE,FALSE,43.3,41.7,20.3,67.1,81.8,2.4,47.6,Wales,Cardiff 046D,24,50.5,39.6,80,93,332,6.6,7.6,10.8,-3.95
Cardiff,047D,Grangetown 5,W01001763,57.6,FALSE,FALSE,45,59.5,21,43.3,64.4,21.9,27.2,Wales,Cardiff 047D,12,50.3,20.6,80,93,295,5.6,8.8,13.6,-4.150000000000003
Cardiff,044A,Grangetown 6,W01001764,36.7,FALSE,FALSE,41.7,47.6,36.5,43.1,75.6,20.5,75.3,Wales,Cardiff 044A,15,37,28.8,75,94,310,8,9.2,9.3,-17.45
Cardiff,044B,Grangetown 7,W01001765,23.8,FALSE,FALSE,39.1,50.5,69.4,28.1,81.4,12.3,33.5,Wales,Cardiff 044B,15,28.3,25.3,81,89,312,10.1,9,9.3,-26.15
