la,ONS Name,LSOA Name,LSOA Code,Income domain_Child Index 2011,fsPhase1,fsPhase2,Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011,...2,...3,employment-related benefits (% of working-age population) (1),deprivation,income-related benefits (% of population) (3),Key Stage 2 mean points score (4),Key Stage 3 mean points score (4),Key Stage 4 mean points score (5),low birth weight (% of live singleton babies) (6),Primary School absence rate (% of half day sessions missed) (7),Secondary School absence rate (% of half day sessions missed) (8),k
Merthyr Tydfil,005D,Town 4,W01001318,12.3,FALSE,FALSE,10.1,11.8,6.2,13.6,3.9,4.6,16.5,Wales,Merthyr Tydfil 005D,17,18.1,13.8,87,101,424,3.4,6.7,7.4,-15.349999999999998
Merthyr Tydfil,007B,Treharris 1,W01001319,3.8,FALSE,FALSE,6.8,5.8,10.4,7.7,7.4,11.2,6.9,Wales,Merthyr Tydfil 007B,11,9.2,8.3,85,107,406,5.6,6.4,5.4,-24.25
Merthyr Tydfil,007C,Treharris 2,W01001320,26.7,FALSE,FALSE,16.9,27.7,2.2,20.4,4.8,4.5,5.6,Wales,Merthyr Tydfil 007C,20,30,20,75,101,311,3.2,7,8.8,-3.45
Merthyr Tydfil,007D,Treharris 3,W01001321,34,FALSE,TRUE,27.8,36.3,23.8,44.3,13.7,7.8,16.6,Wales,Merthyr Tydfil 007D,23,35.3,26.3,75,96,299,4.1,7.5,8.5,1.8499999999999972
Merthyr Tydfil,007E,Treharris 4,W01001322,23.9,FALSE,FALSE,32,52.4,55.8,42,16.7,0.7,23.7,Wales,Merthyr Tydfil 007E,20,28.3,20.1,76,92,275,7.7,7.8,9.6,-5.1499999999999995
Merthyr Tydfil,001F,Vaynor 1,W01001323,22.6,FALSE,FALSE,31.1,32.5,58.4,23,2.4,47,4.1,Wales,Merthyr Tydfil 001F,23,27.4,22.2,81,99,305,6.1,9.1,9.3,-6.050000000000002
Merthyr Tydfil,003E,Vaynor 2,W01001324,11.9,FALSE,FALSE,13.3,12.2,6.2,21.1,2.8,35.2,2.8,Wales,Merthyr Tydfil 003E,17,17.6,15,87,102,418,4.4,7.6,7.1,-15.849999999999998
Monmouthshire,009A,Caerwent,W01001542,2.1,FALSE,FALSE,9.2,3,1.3,3.2,13.1,48.4,13.2,Wales,Monmouthshire 009A,6,6.7,6.4,88,113,393,2.9,5,7,-22.05
Monmouthshire,009B,Caldicot Castle 1,W01001543,2.9,FALSE,FALSE,4.9,6.2,0.6,1.6,18.7,11.3,2.3,Wales,Monmouthshire 009B,5,7.9,5.7,87,109,406,1.4,5.7,6.7,-20.849999999999998
Monmouthshire,010A,Caldicot Castle 2,W01001544,12.6,FALSE,FALSE,17.4,20.8,27.5,26.9,26.7,3.6,17.1,Wales,Monmouthshire 010A,13,18.4,16,86,96,348,7.4,6.7,8.2,-10.350000000000001
Monmouthshire,001A,Cantref 1,W01001545,0.5,FALSE,FALSE,5.8,1.1,0.7,2.3,39.4,22.6,0.1,Wales,Monmouthshire 001A,7,3.7,6.1,91,111,471,2.9,4.1,6.3,-25.05
Monmouthshire,002A,Cantref 2,W01001546,38.1,TRUE,FALSE,28.1,33.1,27,29.8,29.8,0.8,11.3,Wales,Monmouthshire 002A,20,38.1,29.1,79,100,304,6.7,6.9,11.2,9.350000000000001
Monmouthshire,002B,Croesonen,W01001547,21.9,TRUE,FALSE,26.9,20.3,49.4,25,51.4,11.9,18.2,Wales,Monmouthshire 002B,17,26.6,20.4,84,101,338,8.8,6.4,9.2,-2.1499999999999995
Monmouthshire,001B,Crucorney,W01001548,6.8,FALSE,FALSE,16,3,10.6,4.5,11,81.4,5.9,Wales,Monmouthshire 001B,7,12.5,8.1,87,110,443,3.9,4.9,6.6,-16.25
Monmouthshire,007A,Devauden,W01001549,5.2,FALSE,FALSE,9.7,2.4,3.9,0.1,2.1,53.4,3.3,Wales,Monmouthshire 007A,5,10.8,6.8,87,112,451,2,5.2,6,-17.95
Monmouthshire,010B,Dewstow & Green Lane 1,W01001550,24.6,FALSE,TRUE,24.2,30.3,41.6,16.2,13,8.2,6.3,Wales,Monmouthshire 010B,16,28.8,21.3,84,96,368,6.9,7.4,11.1,0.05
Monmouthshire,010C,Dewstow & Green Lane 2,W01001551,21.8,FALSE,FALSE,19.6,30.4,22.2,18,18.8,2.3,6.5,Wales,Monmouthshire 010C,17,26.5,20.6,82,96,334,4.9,7,9.6,-2.250000000000001
Monmouthshire,004A,Dixton with Osbaston,W01001552,1.2,FALSE,FALSE,4.2,1.4,0.6,0.2,4.3,25.9,0.7,Wales,Monmouthshire 004A,5,5.3,3.9,87,115,493,1.6,5.4,5.7,-23.45
Monmouthshire,004B,Drybridge 1,W01001553,8.5,TRUE,FALSE,13.2,8.3,2.5,12.3,31.7,44.5,4.1,Wales,Monmouthshire 004B,11,14.3,11.9,83,109,415,3.7,5.8,7.9,-14.45
Monmouthshire,004C,Drybridge 2,W01001554,0.4,FALSE,FALSE,4.4,1.6,0.1,22.6,37.6,1.3,2.1,Wales,Monmouthshire 004C,8,3.4,8.1,95,115,463,2,4.7,8.2,-25.35
Monmouthshire,006A,Goetre Fawr 1,W01001555,0.4,FALSE,FALSE,8.3,1.3,5.6,2.7,8.8,48.6,5.4,Wales,Monmouthshire 006A,4,3.6,3.3,87,118,482,5.1,5,6.3,-25.15
Monmouthshire,006B,Goetre Fawr 2,W01001556,18.1,FALSE,FALSE,17.9,8.1,26.3,9.4,3.3,38.8,1.8,Wales,Monmouthshire 006B,11,23.4,12.5,83,110,420,5.6,5.4,9.1,-5.350000000000002
Monmouthshire,001C,Grofield,W01001557,13.9,FALSE,FALSE,14.2,6.2,11,21.3,20.1,10.6,42.3,Wales,Monmouthshire 001C,17,19.5,18,84,111,429,3.1,5.9,7.8,-9.25
Monmouthshire,002C,Lansdown,W01001558,16.6,TRUE,FALSE,17.1,17.3,18.4,29.4,26.7,1.2,24.9,Wales,Monmouthshire 002C,22,22.3,23.8,81,102,368,3.9,5.1,10,-6.45
Monmouthshire,008A,Larkfield,W01001559,9.6,FALSE,FALSE,16.1,21.9,23.4,22.8,23.3,12,11.2,Wales,Monmouthshire 008A,12,15.6,11.5,81,100,379,6.8,7.1,9,-13.15
Monmouthshire,006C,Llanbadoc,W01001560,3.4,FALSE,FALSE,12.9,1.4,7.3,5.7,35.6,59,7.7,Wales,Monmouthshire 006C,5,8.8,6.1,88,118,456,6.4,4.4,7.7,-19.95
Monmouthshire,003A,Llanelly Hill 1,W01001561,0.1,FALSE,FALSE,7.5,5.4,5.3,3.7,15.2,33.9,5.5,Wales,Monmouthshire 003A,8,1.4,5.5,87,109,412,4.2,5.4,7.5,-27.35
Monmouthshire,003B,Llanelly Hill 2,W01001562,8.9,FALSE,FALSE,19.8,14.6,18.9,39,20.9,45.5,28.1,Wales,Monmouthshire 003B,16,14.8,14.7,83,105,375,5.6,6.5,9,-13.95
Monmouthshire,003C,Llanelly Hill 3,W01001563,11,FALSE,FALSE,11.2,10.7,7.2,7.1,1.8,25.7,8.9,Wales,Monmouthshire 003C,12,16.7,13.9,85,106,393,3,6.1,8.4,-12.05
Monmouthshire,003D,Castle & Llanfoist Fawr,W01001564,21.1,FALSE,FALSE,18.9,11.2,5.2,21.7,30.3,43.5,2.9,Wales,Monmouthshire 003D,11,25.9,14.9,86,107,354,4.5,5.7,9.4,-2.8500000000000023
Monmouthshire,006D,Llangybi Fawr,W01001565,2.3,FALSE,FALSE,11.9,1,6.5,1.5,12.8,72,1.9,Wales,Monmouthshire 006D,6,7.1,6.5,87,115,471,4.2,4.5,5.8,-21.650000000000002
Monmouthshire,005A,Llanover 1,W01001566,3.3,FALSE,FALSE,19.3,3.2,29.5,0.9,14.5,90.3,9.4,Wales,Monmouthshire 005A,19,8.6,12.7,85,111,479,7.2,5.1,7,-20.150000000000002
Monmouthshire,005B,Llanover 2,W01001567,5.3,FALSE,FALSE,14.2,6.1,3.5,10.5,24.5,64.6,10.4,Wales,Monmouthshire 005B,9,10.9,10.3,84,112,385,4.4,5.1,8,-17.849999999999998
Monmouthshire,005C,Llantilio Crossenny,W01001568,3.5,FALSE,FALSE,16.5,4.6,4.9,0.4,16.4,99.1,8.9,Wales,Monmouthshire 005C,7,8.8,6.6,89,106,432,3.8,5.1,6.6,-19.95
Monmouthshire,003E,Llanwenarth Ultra,W01001569,10.2,FALSE,FALSE,17,7.8,31.8,12.1,11,42,0.9,Wales,Monmouthshire 003E,12,16.2,12.1,84,106,446,7.3,4.8,9.1,-12.55
Monmouthshire,002D,Mardy 1,W01001570,27.4,TRUE,FALSE,37.9,59.1,67.1,28.3,24,9.7,36.6,Wales,Monmouthshire 002D,23,30.5,25.7,78,91,262,11.1,6.1,14.5,1.7499999999999993
Monmouthshire,001D,Mardy 2,W01001571,3.3,TRUE,FALSE,10.9,4.1,3.2,7.9,21.1,53.1,3.2,Wales,Monmouthshire 001D,14,8.6,9.5,88,108,411,4.1,4.1,8.1,-20.150000000000002
Monmouthshire,011A,Mill 1,W01001572,4.2,FALSE,FALSE,12.5,8.5,0.6,10.4,60.9,40.7,1.5,Wales,Monmouthshire 011A,8,9.6,9.1,87,104,405,2.9,4.8,8.6,-19.150000000000002
Monmouthshire,011B,Mill 2,W01001573,2,FALSE,FALSE,10.6,4,7.9,2.9,40.4,42.6,0.8,Wales,Monmouthshire 011B,5,6.6,5.3,86,108,436,4,5,6.2,-22.150000000000002
Monmouthshire,011C,Mill 3,W01001574,2.7,FALSE,FALSE,12.3,5.9,6.1,3.8,61.4,42.2,1.9,Wales,Monmouthshire 011C,5,7.8,6,81,107,455,4.4,5.8,5.7,-20.95
Monmouthshire,005D,Mitchel Troy,W01001575,9.3,FALSE,FALSE,19.2,2,30.1,11,10.6,67.8,13.9,Wales,Monmouthshire 005D,5,15.2,9.1,84,116,507,7.1,5.4,6.9,-13.55
Monmouthshire,004D,Overmonnow 1,W01001576,13.4,TRUE,FALSE,14.6,11.6,4.8,15.9,59.9,12.6,15.1,Wales,Monmouthshire 004D,11,19.1,15.6,79,107,442,3.4,6.5,8.4,-9.649999999999999
Monmouthshire,004E,Overmonnow 2,W01001577,35.4,TRUE,FALSE,29.1,34.8,23.3,27.6,48.4,11.9,9.6,Wales,Monmouthshire 004E,19,36.1,27.8,81,99,361,8.1,8.5,12.5,7.3500000000000005
Monmouthshire,009C,Portskewett,W01001578,4.5,FALSE,FALSE,8.9,6.8,4.8,5.7,18.1,30.2,3.1,Wales,Monmouthshire 009C,7,9.9,7.9,86,104,401,3.9,5.3,6.3,-18.849999999999998
Monmouthshire,001E,Priory 1,W01001579,4,FALSE,FALSE,9.4,1.8,3,31.1,30.1,25.4,6.2,Wales,Monmouthshire 001E,10,9.3,9.2,92,114,423,4.7,4.7,7,-19.45
Monmouthshire,002E,Priory 2,W01001580,11.9,TRUE,FALSE,14.8,9.5,21.1,16,40.7,9.6,11.8,Wales,Monmouthshire 002E,13,17.6,13.8,84,106,387,7.5,5.5,7.9,-11.149999999999999
Monmouthshire,005E,Raglan,W01001581,2.9,FALSE,FALSE,10.9,5.2,4.8,2.1,19.6,54.5,4,Wales,Monmouthshire 005E,5,8,7.2,87,107,464,4.9,5.1,8,-20.75
Monmouthshire,011D,Rogiet,W01001582,7.2,FALSE,FALSE,10.3,7.9,3.2,10.7,19.1,30.8,3.9,Wales,Monmouthshire 011D,8,12.9,10.6,87,105,381,3.3,5.3,7.3,-15.85
Monmouthshire,007B,St. Arvans,W01001583,1.8,FALSE,FALSE,13.5,4.7,14.8,4.2,24.4,57.6,12.8,Wales,Monmouthshire 007B,6,6.3,6.1,86,112,452,5.1,5.1,9.2,-22.45
Monmouthshire,008B,St. Christopher's,W01001584,22.1,FALSE,FALSE,18.2,18.7,10.4,15.8,15.1,24.4,9.4,Wales,Monmouthshire 008B,10,26.9,16.4,81,103,368,5,6.5,9.8,-1.850000000000002
Monmouthshire,007C,St. Kingsmark 1,W01001585,1.5,FALSE,FALSE,1.5,0.3,0.3,0.7,11.6,1.1,0.1,Wales,Monmouthshire 007C,4,5.8,3.9,86,118,440,0.8,4.3,4.6,-22.95
Monmouthshire,007D,St. Kingsmark 2,W01001586,0.3,FALSE,FALSE,3.5,1.4,1.9,3.7,12.6,14.6,1,Wales,Monmouthshire 007D,5,3.1,4.6,86,114,460,2.4,4.5,5.7,-25.65
Monmouthshire,008C,St. Mary's,W01001587,9,FALSE,FALSE,13.1,9.5,10.7,31.3,53,7.7,6.6,Wales,Monmouthshire 008C,13,14.8,14,85,109,389,4.5,5.3,10.2,-13.95
Monmouthshire,010D,Severn 1,W01001588,2.8,FALSE,FALSE,9.4,16.5,10.9,8.6,47.5,0.8,3.9,Wales,Monmouthshire 010D,7,7.9,7.5,78,100,392,6.3,6.6,7.1,-20.849999999999998
Monmouthshire,010E,Severn 2,W01001589,25.8,FALSE,TRUE,20.6,25.8,12.7,17,55.1,2.7,4.2,Wales,Monmouthshire 010E,18,29.4,20,78,102,351,6.9,7.5,10,0.6499999999999979
Monmouthshire,009D,Shirenewton,W01001590,1.6,FALSE,FALSE,11.9,0.8,28.9,1.3,6.8,46.5,2.4,Wales,Monmouthshire 009D,5,5.8,5.2,87,119,475,9.1,4.8,6.1,-22.95
Monmouthshire,011E,The Elms,W01001591,1.2,FALSE,FALSE,8.1,2.1,0.5,1.6,32.4,40.9,2.1,Wales,Monmouthshire 011E,4,5.4,4.6,88,111,450,4.1,5.1,5.6,-23.349999999999998
Monmouthshire,008D,Thornwell 1,W01001592,34.7,FALSE,TRUE,28.8,35.3,27.9,17.6,28,19.9,9,Wales,Monmouthshire 008D,17,35.9,28.2,80,96,338,5.2,6.6,12.8,7.149999999999998
Monmouthshire,008E,Thornwell 2,W01001593,16.7,FALSE,FALSE,16.7,21.6,5.4,8.1,25.8,29.2,8.6,Wales,Monmouthshire 008E,11,22.4,13.8,74,105,353,2.9,6.4,9.9,-6.350000000000002
Monmouthshire,007E,Trellech United 1,W01001594,4.9,FALSE,FALSE,12.2,4,1,0.9,7.9,71.2,5.7,Wales,Monmouthshire 007E,5,10.5,8,88,114,429,1.9,6.2,7.5,-18.25
Monmouthshire,007F,Trellech United 2,W01001595,2.6,FALSE,FALSE,8.6,1.9,2.6,0.3,10.6,51.1,0.4,Wales,Monmouthshire 007F,4,7.7,5.5,83,117,471,2.8,5.3,6.8,-21.05
Monmouthshire,006E,Usk 1,W01001596,3.7,FALSE,FALSE,10,1.2,0.3,6.2,63.2,34.1,1.2,Wales,Monmouthshire 006E,3,9.1,7.9,84,115,498,4.2,4.3,5.7,-19.650000000000002
Monmouthshire,006F,Usk 2,W01001597,1.1,FALSE,FALSE,9,0.9,3.2,3.2,46.2,36.4,7,Wales,Monmouthshire 006F,6,5,6.3,86,118,500,2.3,4.3,6.7,-23.75
Monmouthshire,010F,West End,W01001598,37.6,FALSE,TRUE,29.1,36.2,16.7,26.7,47.3,5.7,26.6,Wales,Monmouthshire 010F,16,37.6,22.4,76,97,316,6,7.3,9.9,8.850000000000001
Monmouthshire,004F,Wyesham,W01001599,13.1,FALSE,FALSE,15.3,11.9,15.5,9.4,47.4,9.4,22.2,Wales,Monmouthshire 004F,11,18.9,15.6,81,106,402,5,5.7,8.6,-9.850000000000001
Neath Port Talbot,016A,Aberavon 1,W01000883,0.5,FALSE,FALSE,10.6,7.7,18.8,5.4,65.8,7.8,9.6,Wales,Neath Port Talbot 016A,10,3.6,5.2,80,105,432,4.2,6.2,5.5,-31.95
Neath Port Talbot,017A,Aberavon 2,W01000884,74.3,TRUE,FALSE,52.7,72.3,36.9,42.3,64.8,3,14.7,Wales,Neath Port Talbot 017A,26,59.3,35.5,75,91,287,5.4,10.8,10.7,23.749999999999996
Neath Port Talbot,017B,Aberavon 3,W01000885,51.8,TRUE,FALSE,39.5,54.1,30.2,34.9,68.7,2.2,2.9,Wales,Neath Port Talbot 017B,30,47.2,33.8,77,89,349,6.7,8.7,10.4,11.650000000000002
Neath Port Talbot,017C,Aberavon 4,W01000886,90.9,TRUE,FALSE,64.3,74.6,51.6,88.6,67.3,4.2,9.5,Wales,Neath Port Talbot 017C,30,68.6,42.5,79,87,243,6.7,8.6,11.7,33.04999999999999
Neath Port Talbot,005A,Aberdulais,W01000887,18.5,FALSE,FALSE,15.5,9.5,16.7,13,27.7,9.7,12.9,Wales,Neath Port Talbot 005A,16,23.8,17.8,82,110,430,3.7,7.3,8.3,-11.75
Neath Port Talbot,004A,Allt-wen,W01000888,19.1,FALSE,FALSE,13.3,13.3,8.9,11.5,7.8,11.5,3.3,Wales,Neath Port Talbot 004A,13,24.2,16.7,81,106,407,4.3,7.8,6.8,-11.350000000000001
Neath Port Talbot,015A,Baglan 1,W01000889,4.3,FALSE,FALSE,11.1,11.2,12.4,22.5,44.5,11.2,1.1,Wales,Neath Port Talbot 015A,16,9.8,10.4,82,101,428,5.7,6.4,6.8,-25.75
Neath Port Talbot,015B,Baglan 2,W01000890,3.7,FALSE,FALSE,5.8,4,9.4,1.6,12.1,9.6,3,Wales,Neath Port Talbot 015B,10,9.1,5.7,86,106,462,5.3,5.4,5.7,-26.45
Neath Port Talbot,015C,Baglan 3,W01000891,28.1,FALSE,FALSE,22.6,29.9,14.5,14.6,23.6,10.5,24.4,Wales,Neath Port Talbot 015C,19,31.2,21.7,78,99,350,5.4,8.3,8.9,-4.350000000000002
Neath Port Talbot,015D,Baglan 4,W01000892,11.3,FALSE,FALSE,11.1,16.3,6.4,12.2,30.4,5,0.7,Wales,Neath Port Talbot 015D,13,17,11.4,85,99,402,3.2,7.1,7.7,-18.55
Neath Port Talbot,003A,Blaengwrach,W01000893,34.5,FALSE,TRUE,21.1,15.1,15.3,12.2,17.4,14.2,3.4,Wales,Neath Port Talbot 003A,21,35.7,23.3,80,104,443,5.1,7.5,8.4,0.1500000000000014
Neath Port Talbot,013A,Briton Ferry East 1,W01000894,17,FALSE,FALSE,16,13.7,23,20.4,28.4,3.1,6.8,Wales,Neath Port Talbot 013A,16,22.4,16.2,86,100,360,3.1,6.8,6.6,-13.150000000000002
Neath Port Talbot,013B,Briton Ferry East 2,W01000895,34.4,FALSE,TRUE,27.7,22.4,33,62.3,24.3,4.3,4,Wales,Neath Port Talbot 013B,27,35.6,28.8,81,98,333,6.9,7.2,7.3,0.05
Neath Port Talbot,013C,Briton Ferry West 1,W01000896,87.5,TRUE,FALSE,49.7,47.7,34.8,30.7,33.9,1.3,10.1,Wales,Neath Port Talbot 013C,31,67.1,45.2,77,95,288,4.5,8.4,10.1,31.549999999999994
Neath Port Talbot,013D,Briton Ferry West 2,W01000897,30.7,TRUE,FALSE,29.6,18.8,56.9,20.3,44,3.8,23.7,Wales,Neath Port Talbot 013D,18,33.2,22.2,81,95,368,5.4,6.9,6,-2.3499999999999988
Neath Port Talbot,014A,Bryn and Cwmavon 1,W01000898,18.4,FALSE,FALSE,22.8,13.4,46.5,6.7,5.1,33.4,21.1,Wales,Neath Port Talbot 014A,18,23.7,16.6,80,104,425,8.6,7.1,7.9,-11.850000000000001
Neath Port Talbot,014B,Bryn and Cwmavon 2,W01000899,5.4,FALSE,FALSE,9.4,5.3,7.6,7.4,20.8,26,6.9,Wales,Neath Port Talbot 014B,11,11,8.9,85,109,444,3.5,6.4,6.2,-24.55
Neath Port Talbot,014C,Bryn and Cwmavon 3,W01000900,44.8,FALSE,TRUE,38.7,23.2,70.7,26.3,16.3,20.3,28.7,Wales,Neath Port Talbot 014C,27,42.7,31.6,81,98,402,7.6,7.8,8.9,7.150000000000001
Neath Port Talbot,014D,Bryn and Cwmavon 4,W01000901,26.9,FALSE,FALSE,24.2,13.1,32.6,16.9,5.7,34.6,20.9,Wales,Neath Port Talbot 014D,19,30.3,20.8,82,104,410,6.4,7.9,7.2,-5.250000000000001
Neath Port Talbot,006A,Bryn-coch North 1,W01000902,4.6,FALSE,FALSE,9.4,9.1,15.2,3.1,3.1,26.6,0.1,Wales,Neath Port Talbot 006A,12,10.1,9.1,79,109,435,7.1,6.8,7.3,-25.45
Neath Port Talbot,006B,Bryn-coch North 2,W01000903,0,FALSE,FALSE,4.6,0.9,10.8,0.7,0.5,19.9,2,Wales,Neath Port Talbot 006B,7,NA,4.1,90,114,450,6.4,5.5,4.9,NA
Neath Port Talbot,006C,Bryn-coch South 1,W01000904,1.9,FALSE,FALSE,4.3,3.4,8.7,1.9,1.1,11,0.5,Wales,Neath Port Talbot 006C,5,6.5,4.2,89,112,410,5.6,6.1,5.8,-29.05
Neath Port Talbot,006D,Bryn-coch South 2,W01000905,11,FALSE,FALSE,8.7,6.1,5.5,10.9,1.2,16,1.6,Wales,Neath Port Talbot 006D,14,16.7,13.3,87,107,399,3.1,5.8,6.5,-18.85
Neath Port Talbot,007A,Bryn-coch South 3,W01000906,14.9,FALSE,FALSE,12.1,4.5,13.4,8.7,19.5,12.7,8.3,Wales,Neath Port Talbot 007A,12,20.5,11.3,85,111,403,5,6,6,-15.05
Neath Port Talbot,007B,Bryn-coch South 4,W01000907,23.3,FALSE,FALSE,30.1,26.3,89.1,15.5,2.1,6.9,3.4,Wales,Neath Port Talbot 007B,20,28.1,24.5,81,102,342,9,8,10.2,-7.45
Neath Port Talbot,006E,Cadoxton,W01000908,4.7,FALSE,FALSE,5.3,4.4,6.7,1.4,5,10,3,Wales,Neath Port Talbot 006E,8,10.1,8.3,83,108,447,3.9,5.4,5.6,-25.45
Neath Port Talbot,009A,Cimla 1,W01000909,13.5,FALSE,FALSE,16.9,34.2,22.6,6.1,1.2,8.2,16,Wales,Neath Port Talbot 009A,18,19.2,16.9,71,94,358,4.8,7.9,7,-16.35
Neath Port Talbot,009B,Cimla 2,W01000910,5.5,FALSE,FALSE,6.4,5.4,7.5,7.4,2.2,10.6,6.9,Wales,Neath Port Talbot 009B,11,11.1,8,83,112,400,1.6,6.6,6.3,-24.45
Neath Port Talbot,009C,Cimla 3,W01000911,7,FALSE,FALSE,6.1,6.4,0.6,1,2.5,17.5,2.3,Wales,Neath Port Talbot 009C,10,12.7,7.7,81,109,438,0.8,7.1,5.9,-22.85
Neath Port Talbot,010A,Coedffranc Central 1,W01000912,13,FALSE,FALSE,14.5,13,14.7,14.3,25.5,16.7,11.7,Wales,Neath Port Talbot 010A,17,18.7,17.7,86,102,369,3.6,7.4,6.5,-16.85
Neath Port Talbot,010B,Coedffranc Central 2,W01000913,19.9,FALSE,FALSE,17.2,27.5,5.1,24.2,17.4,8.9,16.8,Wales,Neath Port Talbot 010B,17,24.9,16.8,82,101,335,3.2,8.4,9.8,-10.650000000000002
Neath Port Talbot,010C,Coedffranc Central 3,W01000914,45.1,FALSE,TRUE,34.7,48.6,9,30.3,34.1,36.8,8,Wales,Neath Port Talbot 010C,22,43,32.7,78,97,287,3.8,9.5,10.4,7.449999999999998
Neath Port Talbot,010D,Coedffranc North 1,W01000915,14.5,FALSE,FALSE,21.2,27.6,44.3,14.3,11.9,16,3.2,Wales,Neath Port Talbot 010D,14,20.2,13.2,79,100,319,5.3,8,9.1,-15.350000000000001
Neath Port Talbot,010E,Coedffranc North 2,W01000916,14,FALSE,FALSE,14.5,22.1,8.6,9.6,6.3,26.3,1.8,Wales,Neath Port Talbot 010E,14,19.6,14.1,78,102,368,3.1,7.8,8.5,-15.95
Neath Port Talbot,010F,Coedffranc West,W01000917,6.5,FALSE,FALSE,13.1,11,9.9,12.7,29.6,37.2,2.1,Wales,Neath Port Talbot 010F,12,12.2,11.2,85,105,377,2.8,6.4,7.1,-23.35
Neath Port Talbot,002A,Crynant,W01000918,16.5,FALSE,FALSE,15,6.8,21.9,4.4,18.8,19.4,8.3,Wales,Neath Port Talbot 002A,15,22.2,15.7,85,107,492,6.4,7.3,6.7,-13.350000000000001
Neath Port Talbot,001A,Cwmllynfell,W01000919,20.2,FALSE,FALSE,21.5,13.4,36.8,4.2,10.3,37.5,5.7,Wales,Neath Port Talbot 020A,19,25,17.2,82,101,428,7.1,6.7,7,-10.55
Neath Port Talbot,011A,Cymmer (Neath Port Talbot) 1,W01000920,32.4,TRUE,FALSE,27.4,34.1,43.3,24.3,3.2,5.6,6.2,Wales,Neath Port Talbot 011A,22,34,21.9,77,96,346,5.1,8.4,8.4,-1.5500000000000014
Neath Port Talbot,011B,Cymmer (Neath Port Talbot) 2,W01000921,70.7,TRUE,FALSE,51.3,63.4,56.3,66.9,0.4,9,10.8,Wales,Neath Port Talbot 011B,39,57,43.8,79,87,292,4.1,8.8,11,21.45
Neath Port Talbot,007C,Dyffryn 1,W01000922,23.2,FALSE,FALSE,21.2,18.1,26.5,14.4,27.6,18.2,9.3,Wales,Neath Port Talbot 007C,21,27.8,22.9,79,105,361,6.7,7.7,8.1,-7.750000000000001
Neath Port Talbot,007D,Dyffryn 2,W01000923,11.7,FALSE,FALSE,11.7,11.8,4,7,28.2,19.2,5.8,Wales,Neath Port Talbot 007D,13,17.4,10.6,80,110,382,2.6,6.9,7.8,-18.150000000000002
Neath Port Talbot,011C,Glyncorrwg,W01000924,48.1,TRUE,FALSE,35.8,51.8,19.8,25.8,29.7,17.2,17.2,Wales,Neath Port Talbot 011C,28,44.9,30.4,74,90,355,7.9,7.7,10.4,9.349999999999998
Neath Port Talbot,003B,Glynneath 1,W01000925,47.4,FALSE,TRUE,38.5,33.3,46.9,16.8,62,16.5,20.3,Wales,Neath Port Talbot 003B,25,44.4,29.7,77,98,378,8.7,7.8,10.7,8.849999999999998
Neath Port Talbot,003C,Glynneath 2,W01000926,10.1,FALSE,FALSE,14.1,13.2,17.4,10.4,27.3,22.5,3,Wales,Neath Port Talbot 003C,15,16.1,13.5,83,104,386,7.7,6.5,7.6,-19.45
Neath Port Talbot,001B,Godre'r graig,W01000927,20.4,FALSE,FALSE,20.7,18.2,28.3,9.3,18.9,29.7,3.6,Wales,Neath Port Talbot 020B,20,25.2,19.3,84,102,352,5.2,7.7,8.2,-10.350000000000001
Neath Port Talbot,001C,Gwaun-Cae-Gurwen 1,W01000928,35.3,FALSE,TRUE,24.9,28.9,8.6,9,20.6,31.1,6.4,Wales,Neath Port Talbot 020C,21,36,25,79,99,360,2.9,7.9,9.1,0.44999999999999857
Neath Port Talbot,001D,Gwaun-Cae-Gurwen 2,W01000929,31.1,FALSE,FALSE,32.7,26.8,60.8,13.5,18.6,32.2,13.9,Wales,Neath Port Talbot 020D,22,33.3,22.7,81,96,384,10.5,8,8.6,-2.2500000000000044
Neath Port Talbot,011D,Gwynfi,W01000930,35.4,FALSE,TRUE,40.4,61.4,74.3,30.6,2.5,10.8,22.6,Wales,Neath Port Talbot 011D,30,36.2,29.1,76,91,274,5.8,8.8,10.2,0.6500000000000015
Neath Port Talbot,001E,Lower Brynamman,W01000931,24.4,FALSE,FALSE,20.6,24.8,5.8,13.7,19.3,35.3,7.6,Wales,Neath Port Talbot 020E,20,28.6,20.6,80,97,363,4.5,7.2,8.5,-6.95
Neath Port Talbot,019A,Margam 1,W01000932,23.9,FALSE,FALSE,24.1,30.5,21.2,12.1,71,9.9,8.6,Wales,Neath Port Talbot 019A,20,28.4,20.8,71,95,383,2.5,8.5,6.3,-7.150000000000003
Neath Port Talbot,019B,Margam 2,W01000933,6.7,FALSE,FALSE,12,5.8,4.7,3.8,27.4,36.7,24.2,Wales,Neath Port Talbot 019B,7,12.4,8.5,80,107,448,2.8,7.2,4.8,-23.150000000000002
Neath Port Talbot,008A,Neath East 1,W01000934,49.9,TRUE,FALSE,43.2,37.6,52.2,47.1,67.1,11.9,29.2,Wales,Neath Port Talbot 008A,28,46,32.2,79,97,309,6.7,7.7,10.4,10.45
